title,juan,juan_title,index,headword,annotation
周禮,2,地官司徒,518,或數,色主反
周禮,2,地官司徒,519,故別,彼列反
周禮,2,地官司徒,520,令相,力呈反
周禮,2,地官司徒,521,賈人,音古
周禮,2,地官司徒,522,泉府楬而,音竭
周禮,2,地官司徒,523,其抵,音帝本也又都禮反
周禮,2,地官司徒,524,爲癉,音旦又丁左反
周禮,2,地官司徒,525,揃,音牋又倉亷反
周禮,2,地官司徒,526,著其,直畧反
周禮,2,地官司徒,527,別治,直吏反
周禮,2,地官司徒,528,之貸,音待注不出者同
周禮,2,地官司徒,529,別其,彼列反
周禮,2,地官司徒,530,貸民,吐代反
周禮,2,地官司徒,531,本賈,音嫁一音古
周禮,2,地官司徒,532,所賈,音古
周禮,2,地官司徒,533,假令,力呈反
周禮,2,地官司徒,534,償,時亮反
周禮,2,地官司徒,535,則會,古外反後放此
周禮,2,地官司徒,536,司門管鍵,其展反又其偃反司農音蹇居免反
周禮,2,地官司徒,537,籥,羊畧反
周禮,2,地官司徒,538,正其,音征
周禮,2,地官司徒,539,􁀎,音計本又作繫
周禮,2,地官司徒,540,監門,古銜反注同
周禮,2,地官司徒,541,造焉,七到反注同
周禮,2,地官司徒,542,司關猾商,音滑
周禮,2,地官司徒,543,其治,直吏反
周禮,2,地官司徒,544,辟稅,音避一音芳益反
周禮,2,地官司徒,545,節傳,張戀反注下皆同
周禮,2,地官司徒,546,凶札,側八反又音截
周禮,2,地官司徒,547,札瘥,才何反病也
周禮,2,地官司徒,548,猶苛,呼多反又音何
周禮,2,地官司徒,549,令姧,力呈反
周禮,2,地官司徒,550,皆說,音恱
周禮,2,地官司徒,551,敂關,音叩苦狗反
周禮,2,地官司徒,552,則爲,于僞反
周禮,2,地官司徒,553,謂朝,直遥反
周禮,2,地官司徒,554,掌節則別,彼列反下相別同
周禮,2,地官司徒,555,使者,所吏反下之使注使節使者同
周禮,2,地官司徒,556,英蕩,如字又吐黨反
周禮,2,地官司徒,557,爲帑,吐黨反
周禮,2,地官司徒,558,盛此,音成
周禮,2,地官司徒,559,郵行,音尤字從垂作卸誤
周禮,2,地官司徒,560,遂人爲鄼,作管反後同
周禮,2,地官司徒,561,制分,扶問反又如字下分制同
周禮,2,地官司徒,562,比閭,毗志反下同
周禮,2,地官司徒,563,追胥,如字劉張類反
周禮,2,地官司徒,564,致甿,亡耕反
周禮,2,地官司徒,565,興耡,音助李又音鉏
周禮,2,地官司徒,566,以疆,其良反
周禮,2,地官司徒,567,懵懵,本又作懜莫崩反又音蒙李武冰反
周禮,2,地官司徒,568,猶會,古外反下一字同
周禮,2,地官司徒,569,爲率,音律又音類
周禮,2,地官司徒,570,錢,音翦劉音踐
周禮,2,地官司徒,571,鎛,音博
周禮,2,地官司徒,572,復予,扶又反
周禮,2,地官司徒,573,令相,力呈反
周禮,2,地官司徒,574,百畮,音畆
周禮,2,地官司徒,575,萊,音來
周禮,2,地官司徒,576,有數,色主反
周禮,2,地官司徒,577,竒受,居冝反
周禮,2,地官司徒,578,有畛,之忍反劉音眞
周禮,2,地官司徒,579,有洫,況域反
周禮,2,地官司徒,580,有澮,古外反
周禮,2,地官司徒,581,乗車,繩證反
周禮,2,地官司徒,582,遂從,子容反下同
周禮,2,地官司徒,583,去山,起吕反
周禮,2,地官司徒,584,盡主,津忍反
周禮,2,地官司徒,585,施舎,式氏反下施舎皆同
周禮,2,地官司徒,586,政役,音征注同
周禮,2,地官司徒,587,而屬,音燭
周禮,2,地官司徒,588,六綍,音弗
周禮,2,地官司徒,589,及竁,劉昌絹反穿也本作窆戚彼驗反與注相應
周禮,2,地官司徒,590,與說,始鋭反
周禮,2,地官司徒,591,千人與,音餘
周禮,2,地官司徒,592,啓朝,直遥反
周禮,2,地官司徒,593,之封,彼驗反或如宇
周禮,2,地官司徒,594,之塴,補鄧反
周禮,2,地官司徒,595,政治,直吏反下治訟皆同
周禮,2,地官司徒,596,遂師耕耨,奴豆反
周禮,2,地官司徒,597,斂艾,音刈
周禮,2,地官司徒,598,庇其,又作庀匹爾反具也劉副美反一音芳米反
周禮,2,地官司徒,599,脩行,下孟反
周禮,2,地官司徒,600,抱磨,劉音歷
周禮,2,地官司徒,601,丘籠,力董反
周禮,2,地官司徒,602,及蜃,市軫反
周禮,2,地官司徒,603,以爲,于僞反
周禮,2,地官司徒,604,神坐,才臥反
周禮,2,地官司徒,605,復土,音服或音福
周禮,2,地官司徒,606,乃說,始銳反或吐活反
周禮,2,地官司徒,607,更復,扶又反
周禮,2,地官司徒,608,龍輴,勑倫反
周禮,2,地官司徒,609,作槫,市專反李徒官反
周禮,2,地官司徒,610,作輇,市專反
周禮,2,地官司徒,611,適歷,音的又音釋
周禮,2,地官司徒,612,比敘,匹爾反出注
周禮,2,地官司徒,613,行列,戸剛反
周禮,2,地官司徒,614,遂大夫徑術,音遂
周禮,2,地官司徒,615,善相,息亮反
周禮,2,地官司徒,616,道民,音導
周禮,2,地官司徒,617,大比,毗志反下徴比及注同
周禮,2,地官司徒,618,屬其,音燭聚也注同
周禮,2,地官司徒,619,地治,直吏反
周禮,2,地官司徒,620,縣正趣其,如字李倉苟反本又作趨音促
周禮,2,地官司徒,621,鄙師禜也,音詠
周禮,2,地官司徒,622,數其,色主反下同
周禮,2,地官司徒,623,其媺,音美
周禮,2,地官司徒,624,里宰治處,直吏反
周禮,2,地官司徒,625,今街,音佳
周禮,2,地官司徒,626,彈,如字一音丹
周禮,2,地官司徒,627,因放,沈方往反
周禮,2,地官司徒,628,旅師閒粟,音閑注同
周禮,2,地官司徒,629,而用,而音若出注
周禮,2,地官司徒,630,興積,子賜反注同
周禮,2,地官司徒,631,之治,直吏反注同
周禮,2,地官司徒,632,復之,音福
周禮,2,地官司徒,633,期不,音基
周禮,2,地官司徒,634,以上,時掌反
周禮,2,地官司徒,635,稍人丘乗,繩證反注丘乗曰乗丘甸并爲甸甸讀禹敶之敶皆同音
周禮,2,地官司徒,636,輂輦,居録反
周禮,2,地官司徒,637,卒伍,子忽反
周禮,2,地官司徒,638,所調,徒弔反下同
周禮,2,地官司徒,639,皆徧,音遍
周禮,2,地官司徒,640,遞焉,徒禮反又音弟本又作適音釋
周禮,2,地官司徒,641,委人賦斂,九豔反
周禮,2,地官司徒,642,凡畜,勑六反注同
周禮,2,地官司徒,643,葵芋,于附反
周禮,2,地官司徒,644,稍聚,俗𥙿反下文同
周禮,2,地官司徒,645,藩蘿,音羅本亦作羅
周禮,2,地官司徒,646,土均之政,音征出注
周禮,2,地官司徒,647,爲之,于僞反
周禮,2,地官司徒,648,豐省,所景反
周禮,2,地官司徒,649,草人相其,息亮反
周禮,2,地官司徒,650,之種,章勇反注除種禾以外並同
周禮,2,地官司徒,651,汜勝,芳劒反李又音凡
周禮,2,地官司徒,652,凡,粉運反本亦作糞
周禮,2,地官司徒,653,赤緹,音低李他奚反聶吐弟反
周禮,2,地官司徒,654,墳壤,符粉反
周禮,2,地官司徒,655,用麋,音眉
周禮,2,地官司徒,656,渴澤,其列反
周禮,2,地官司徒,657,鹹潟,音昔一音鵲
周禮,2,地官司徒,658,用貆,呼丸反又音丸李一音喜元反
周禮,2,地官司徒,659,埴,時力反一音職
周禮,2,地官司徒,660,壚,音盧李一音閭
周禮,2,地官司徒,661,疆,其兩反注同
周禮,2,地官司徒,662,㯺,本又作呼覽反劉音檻
周禮,2,地官司徒,663,用蕡,扶云反一音蒲悶反
周禮,2,地官司徒,664,輕􁒖,孚照反李音婦堯反
周禮,2,地官司徒,665,縓色,七絹反
周禮,2,地官司徒,666,潟鹵,音魯
周禮,2,地官司徒,667,貒也,他官反
周禮,2,地官司徒,668,粉解,胡買反下同
周禮,2,地官司徒,669,作蚠,符粉反
周禮,2,地官司徒,670,稻人畜水,勑六反注同
周禮,2,地官司徒,671,蕩水,如字李吐黨反
周禮,2,地官司徒,672,以列,禄計反注同
周禮,2,地官司徒,673,以澮,古外反
周禮,2,地官司徒,674,寫水,戚如字劉殤故反
周禮,2,地官司徒,675,其芟,所銜反
周禮,2,地官司徒,676,町原,徒頂反
周禮,2,地官司徒,677,以去,起吕反下同
周禮,2,地官司徒,678,之畦,劉音圭又下圭反
周禮,2,地官司徒,679,㽟也,音劣
周禮,2,地官司徒,680,荑之,音夷
周禮,2,地官司徒,681,蕰崇,紆粉反或憂羣反
周禮,2,地官司徒,682,水涸,胡洛反
周禮,2,地官司徒,683,芒種,章勇反注芒種同
周禮,2,地官司徒,684,旱暵,呼旦反
周禮,2,地官司徒,685,雩斂,戚力驗反注同
周禮,2,地官司徒,686,以闉,音因
周禮,2,地官司徒,687,土訓冝麻,如字一本作糜李及聶氏亡皮反劉沈皆作麇音紀倫反案注辨土所冝荆揚皆言榖幽并不應倫獸紀倫之音恐非
周禮,2,地官司徒,688,地慝,他得反
周禮,2,地官司徒,689,別其,彼列反
周禮,2,地官司徒,690,虺,虛鬼反
周禮,2,地官司徒,691,蝮,孚目反
周禮,2,地官司徒,692,行視,下孟反
周禮,2,地官司徒,693,誦訓辟忌,音避注同
周禮,2,地官司徒,694,所惡,烏路反
周禮,2,地官司徒,695,山虞爲守者,于僞反下爲久同
周禮,2,地官司徒,696,堅濡,戚如兖反又音柔
周禮,2,地官司徒,697,柔忍,音刃
周禮,2,地官司徒,698,掄材,魯門反又音倫
周禮,2,地官司徒,699,不拘,音俱本亦作佝音同
周禮,2,地官司徒,700,場壇,徒丹反或音禪
周禮,2,地官司徒,701,植虞,時力反又音值
周禮,2,地官司徒,702,而珥,如志反又音耳
周禮,2,地官司徒,703,林衡林㯟,音鹿
周禮,2,地官司徒,704,部分,扶問反下同
周禮,2,地官司徒,705,蕃茂,扶袁反
周禮,2,地官司徒,706,川衡川奠,音電下同
周禮,2,地官司徒,707,魚鱐,所留反
周禮,2,地官司徒,708,蜃,上忍反
周禮,2,地官司徒,709,蛤,古荅反
周禮,2,地官司徒,710,澤虞以當,丁浪反後文皆同
周禮,2,地官司徒,711,自爲,于僞反下注同
周禮,2,地官司徒,712,芹,音勤
周禮,2,地官司徒,713,茆,音卯
周禮,2,地官司徒,714,蔆,音陵
周禮,2,地官司徒,715,芡,音儉
周禮,2,地官司徒,716,迹人麛,音迷
周禮,2,地官司徒,717,卵,力管反
周禮,2,地官司徒,718,卝人,革猛反又虢猛反劉侯猛反沈工猛反
周禮,2,地官司徒,719,錫石,星歷反
周禮,2,地官司徒,720,鈏也,以忍反劉常忍反
周禮,2,地官司徒,721,啖,直覽反本亦作淡
周禮,2,地官司徒,722,角人漆浣,戸翫反
周禮,2,地官司徒,723,以度度,上如字下待洛反
周禮,2,地官司徒,724,羽人羽翮,户革反
周禮,2,地官司徒,725,爲摶,除轉反注同劉徒端反
周禮,2,地官司徒,726,爲縳,劉古本反沈除轉反
周禮,2,地官司徒,727,之箴,之林反
周禮,2,地官司徒,728,之緷,古本反劉音渾一音戸本反李又基遠反
周禮,2,地官司徒,729,相近,附近之近
周禮,2,地官司徒,730,掌葛䔛紵,苦逈反
周禮,2,地官司徒,731,可緝,七入反
周禮,2,地官司徒,732,掌染草茅,如字劉音妹
周禮,2,地官司徒,733,蒐,所留反茅蒐蒨也
周禮,2,地官司徒,734,橐,音託又音妒
周禮,2,地官司徒,735,紫茢,音列劉閭計反或音例
周禮,2,地官司徒,736,染夏,如琰反
周禮,2,地官司徒,737,掌荼畜聚,勑六反
周禮,2,地官司徒,738,茅莠,音秀劉音酉
周禮,2,地官司徒,739,掌蜃互物,戸故反
周禮,2,地官司徒,740,蚌蛤,蒲項反
周禮,2,地官司徒,741,御濕,魚吕反本亦作禦
周禮,2,地官司徒,742,以白器,如字劉薄霸反
周禮,2,地官司徒,743,囿人苑觀,古亂反
周禮,2,地官司徒,744,燕樂,音洛
周禮,2,地官司徒,745,鳧鶴,戸各反又作鸛古亂反
周禮,2,地官司徒,746,場人枇,蒲梨反或房迷反
周禮,2,地官司徒,747,杷,白加反
周禮,2,地官司徒,748,享亦,許丈反劉凡享皆音向後放此
周禮,2,地官司徒,749,廪人匪頒,上音分亦如字下音班
周禮,2,地官司徒,750,稍食,音嗣注同
周禮,2,地官司徒,751,好用,呼報反
周禮,2,地官司徒,752,上下,時掌反司稼職同
周禮,2,地官司徒,753,數邦,色主反注同
周禮,2,地官司徒,754,殺邦,所界反下注同殺減也
周禮,2,地官司徒,755,糒也,音備
周禮,2,地官司徒,756,則接,依注音扱
周禮,2,地官司徒,757,一扱,初洽反劉初輙反又差及反李聶創渉反
周禮,2,地官司徒,758,舎人簠,音甫或音蒲李又方于反
周禮,2,地官司徒,759,筥米,姜吕反又音吕
周禮,2,地官司徒,760,飯米,扶晚反注同
周禮,2,地官司徒,761,熬榖,五羔反
周禮,2,地官司徒,762,錯于,七故反
周禮,2,地官司徒,763,蚍,鼻夷反
周禮,2,地官司徒,764,蜉,音孚
周禮,2,地官司徒,765,四種,章勇反下同
周禮,2,地官司徒,766,縣,音玄注下同
周禮,2,地官司徒,767,穜稑,直龍反下音六司稼職同
周禮,2,地官司徒,768,見内,賢遍反
周禮,2,地官司徒,769,司稼之種,章勇反注知種同
周禮,2,地官司徒,770,猶徧,音遍下同
周禮,2,地官司徒,771,出斂,力驗反注同
周禮,2,地官司徒,772,度平,徒洛反
周禮,2,地官司徒,773,舂人其齍,音資注同本亦作粢
周禮,2,地官司徒,774,饗食,音嗣注燕與食及􁆊人職同
周禮,2,地官司徒,775,􁆊人,昌志反
周禮,2,地官司徒,776,致飧,音孫
周禮,2,地官司徒,777,槁人,苦報反
周禮,2,地官司徒,778,内朝,直遥反注同
周禮,2,地官司徒,779,穴食,如勇反
周禮,2,地官司徒,780,之食,音嗣
周禮,2,地官司徒,781,斷獄,丁亂反
周禮,2,地官司徒,782,弊訟,必世反
周禮,2,地官司徒,783,丞相,息亮反
周禮,2,地官司徒,784,者與,音餘
周禮,2,地官司徒,785,尚書,音常又時掌反
周禮,2,地官司徒,786,直上,時掌反
周禮,2,地官司徒,787,掌豢,音患
周禮,2,地官司徒,788,其潘,芳袁反本或作蕃音同
周禮,2,地官司徒,789,灡,魯旦反
周禮,2,地官司徒,790,戔餘,音淺本亦作殘
周禮,2,地官司徒,791,可䙝,息列反
周禮,3,春官宗伯,1,春官宗伯第三僉曰,七潛反皆也
周禮,3,春官宗伯,2,曰俞,羊朱反然也李一音由
周禮,3,春官宗伯,3,女秩,音汝
周禮,3,春官宗伯,4,氏姓,如字劉音紙
周禮,3,春官宗伯,5,大廟,音泰下放此
周禮,3,春官宗伯,6,隮,本又作躋子兮反升也
周禮,3,春官宗伯,7,夏父,音甫
周禮,3,春官宗伯,8,釁夏,虚覲反
周禮,3,春官宗伯,9,鬱人,於物反
周禮,3,春官宗伯,10,鬯人,勑亮反
周禮,3,春官宗伯,11,秬,其許反李其虛反
周禮,3,春官宗伯,12,一稃,音孚
周禮,3,春官宗伯,13,鋪之,普吳反又音孚
周禮,3,春官宗伯,14,藉之,在夜反
周禮,3,春官宗伯,15,守祧,他堯反
周禮,3,春官宗伯,16,奄八人,於檢反劉於驗反
周禮,3,春官宗伯,17,周爲,于僞反
周禮,3,春官宗伯,18,才知,音智
周禮,3,春官宗伯,19,三昭,上招反說文作佋
周禮,3,春官宗伯,20,少府,詩照反
周禮,3,春官宗伯,21,冢塋,音營
周禮,3,春官宗伯,22,之長,丁丈反後皆放此
周禮,3,春官宗伯,23,之稱,尺證反
周禮,3,春官宗伯,24,矇,音蒙
周禮,3,春官宗伯,25,眡,音視鄭常至反
周禮,3,春官宗伯,26,瞭,音了又力小反字林同云明也
周禮,3,春官宗伯,27,杜蒯,如字劉音屠下苦怪反
周禮,3,春官宗伯,28,目眹,直忍反本又作䀕或作䀹劉又音睫
周禮,3,春官宗伯,29,之瞍,本又作􁄚素口反說文云無目也字林云目有眹無珠子也先久反
周禮,3,春官宗伯,30,鎛師,音博
周禮,3,春官宗伯,31,韎師,戚莫拜反劉李音妹
周禮,3,春官宗伯,32,味食飲之味,如字又莫介反
周禮,3,春官宗伯,33,菋,莫戒反又音味
周禮,3,春官宗伯,34,荎,直基反劉直棃反李音姪
周禮,3,春官宗伯,35,著,直居反李張慮反
周禮,3,春官宗伯,36,韎韐,古洽反又音閤
周禮,3,春官宗伯,37,籥師,餘若反
周禮,3,春官宗伯,38,猶繹,音亦祭之明日又祭也字書作釋
周禮,3,春官宗伯,39,去籥,起吕反下同
周禮,3,春官宗伯,40,鞮,丁兮反許愼云屨也
周禮,3,春官宗伯,41,鞻,九具反又力具反吕忱云鞮革屨也鞻者靲鞻
周禮,3,春官宗伯,42,所屝,房味反
周禮,3,春官宗伯,43,蹋鼓,徒臘反李吐臘反
周禮,3,春官宗伯,44,沓行,他荅反又如字
周禮,3,春官宗伯,45,謂楯,食允反又音允
周禮,3,春官宗伯,46,菙氏,時髓反
周禮,3,春官宗伯,47,燋,哉約反
周禮,3,春官宗伯,48,焌,音俊又子寸反
周禮,3,春官宗伯,49,問蓍,音尸
周禮,3,春官宗伯,50,眂祲,子鴆反李且祍反
周禮,3,春官宗伯,51,甸祝,音電後不音者同
周禮,3,春官宗伯,52,詛祝,側慮反
周禮,3,春官宗伯,53,謂祝之,之又反
周禮,3,春官宗伯,54,使沮,在吕反沈音敘
周禮,3,春官宗伯,55,馮,音憑
周禮,3,春官宗伯,56,相氏,息亮反注同
周禮,3,春官宗伯,57,宿,劉息就反一音夙
周禮,3,春官宗伯,58,離,力計反
周禮,3,春官宗伯,59,不貣,吐得反或音二
周禮,3,春官宗伯,60,巾車,如字劉居覲反
周禮,3,春官宗伯,61,猶衣,於旣反
周禮,3,春官宗伯,62,大宗伯地示,音祇本或作祇下神示地示之例皆放此下卷亦然
周禮,3,春官宗伯,63,佐王,本或作左音同
周禮,3,春官宗伯,64,享之,許丈反後不音者同
周禮,3,春官宗伯,65,以禋,音因李又音煙
周禮,3,春官宗伯,66,以槱,羊九反本亦作楢音同積也
周禮,3,春官宗伯,67,燎,良召反
周禮,3,春官宗伯,68,飌師,音風
周禮,3,春官宗伯,69,芃芃,薄工反一音房逢反
周禮,3,春官宗伯,70,棫,音域
周禮,3,春官宗伯,71,樸,音卜
周禮,3,春官宗伯,72,三能,他來反下同
周禮,3,春官宗伯,73,圜丘,于權反
周禮,3,春官宗伯,74,以貍,亡皆反劉莫拜反
周禮,3,春官宗伯,75,沈,如字劉直䕃反
周禮,3,春官宗伯,76,疈,孚逼反一音方麥反
周禮,3,春官宗伯,77,共工,音恭
周禮,3,春官宗伯,78,句龍,古侯反下同
周禮,3,春官宗伯,79,厲山,如字本或作烈
周禮,3,春官宗伯,80,爲禩,音祀又作祀
周禮,3,春官宗伯,81,爲罷,如字一音芳皮反
周禮,3,春官宗伯,82,披磔,張格反
周禮,3,春官宗伯,83,亦食此,音嗣下食宗族同
周禮,3,春官宗伯,84,少昊,詩照反下少昊同
周禮,3,春官宗伯,85,曰重,直龍反
周禮,3,春官宗伯,86,該,古來反
周禮,3,春官宗伯,87,蓐收,音辱
周禮,3,春官宗伯,88,不見,賢遍反此内不音者同
周禮,3,春官宗伯,89,四竇,音獨本亦作瀆下同
周禮,3,春官宗伯,90,省文,所景反
周禮,3,春官宗伯,91,磔禳,如羊反
周禮,3,春官宗伯,92,及蜡,士詐反
周禮,3,春官宗伯,93,百種,章勇反
周禮,3,春官宗伯,94,及郵,有牛反
周禮,3,春官宗伯,95,畷,音綴井田間道左思吳都賦云畛畷無數又陟劣反
周禮,3,春官宗伯,96,以肆,他歷反解骨體
周禮,3,春官宗伯,97,祼,古亂反
周禮,3,春官宗伯,98,以禴,餘若反
周禮,3,春官宗伯,99,以烝,之承反
周禮,3,春官宗伯,100,是祫,户夾反
周禮,3,春官宗伯,101,率五,音律又音類
周禮,3,春官宗伯,102,含,戸暗反本亦作唅
周禮,3,春官宗伯,103,襚,音遂
周禮,3,春官宗伯,104,凶札,如字又音截
周禮,3,春官宗伯,105,不縣,音玄
周禮,3,春官宗伯,106,爲火,于僞反下荀偃爲同
周禮,3,春官宗伯,107,以禬,劉戸外反徐古外反
周禮,3,春官宗伯,108,以更,音庚下同
周禮,3,春官宗伯,109,所喪,息浪反
周禮,3,春官宗伯,110,于澶,善然反
周禮,3,春官宗伯,111,曰朝,直遥反注下不出者皆同
周禮,3,春官宗伯,112,更遞,音弟
周禮,3,春官宗伯,113,而徧,音遍下同
周禮,3,春官宗伯,114,猶朝也,張遥反
周禮,3,春官宗伯,115,殷覜,他弔反一音他堯反
周禮,3,春官宗伯,116,竟外,音境
周禮,3,春官宗伯,117,僭,子念反沈創林反
周禮,3,春官宗伯,118,差,初佳反沈初冝反
周禮,3,春官宗伯,119,閱衆,音恱
周禮,3,春官宗伯,120,封疆,居良反
周禮,3,春官宗伯,121,不別,彼列反
周禮,3,春官宗伯,122,昬冠,古亂反
周禮,3,春官宗伯,123,脤,上忍反
周禮,3,春官宗伯,124,膰,音煩
周禮,3,春官宗伯,125,見命,如字下士相見同
周禮,3,春官宗伯,126,以上,時掌反
周禮,3,春官宗伯,127,彪,甫休反
周禮,3,春官宗伯,128,實先,悉薦反下先時同
周禮,3,春官宗伯,129,後之,胡豆反
周禮,3,春官宗伯,130,爲瑑,直轉反
周禮,3,春官宗伯,131,信圭,音身
周禮,3,春官宗伯,132,麤縟,音辱
周禮,3,春官宗伯,133,愼行,下孟反
周禮,3,春官宗伯,134,六摰,音至本或作贄
周禮,3,春官宗伯,135,鶩,音木
周禮,3,春官宗伯,136,守介,音界或作兮扶問反
周禮,3,春官宗伯,137,以繢,胡對反
周禮,3,春官宗伯,138,衣之,於旣反
周禮,3,春官宗伯,139,皮與,音餘
周禮,3,春官宗伯,140,神坐,才卧反後神坐放此
周禮,3,春官宗伯,141,植璧,音值又時力反一音置
周禮,3,春官宗伯,142,黃琮,才宗反
周禮,3,春官宗伯,143,赤璋,音章
周禮,3,春官宗伯,144,白琥,音虎
周禮,3,春官宗伯,145,玄璜,音黃
周禮,3,春官宗伯,146,混,戸本反本又作崑音昆
周禮,3,春官宗伯,147,淪,音倫本又作崙魯門反
周禮,3,春官宗伯,148,各放,方往反
周禮,3,春官宗伯,149,爲制,于僞反
周禮,3,春官宗伯,150,其中,丁仲反又如字
周禮,3,春官宗伯,151,令民,力呈反下同
周禮,3,春官宗伯,152,淫泆,如字本亦作佚
周禮,3,春官宗伯,153,蕩滌,徒歷反
周禮,3,春官宗伯,154,邪穢,似嗟反
周禮,3,春官宗伯,155,道人,音導
周禮,3,春官宗伯,156,急悍,戸幹反劉音旱戚胡板反
周禮,3,春官宗伯,157,其種,章勇反
周禮,3,春官宗伯,158,省牲,本又作眚同息井反後省牲鑊皆同
周禮,3,春官宗伯,159,鑊,戸郭反
周禮,3,春官宗伯,160,玉齍,音咨下同
周禮,3,春官宗伯,161,詔相,息亮反注下同後詔相皆放此
周禮,3,春官宗伯,162,漑祭,古愛反本或作槪
周禮,3,春官宗伯,163,亨牲,普庚反
周禮,3,春官宗伯,164,不與,音預下同
周禮,3,春官宗伯,165,載果,音祼古亂反出注小宗伯職放此
周禮,3,春官宗伯,166,曰儐,必刃反本或作賔同
周禮,3,春官宗伯,167,純衣,側其反
周禮,3,春官宗伯,168,假祖,音格至也
周禮,3,春官宗伯,169,立依,於豈反
周禮,3,春官宗伯,170,南郷,許亮反
周禮,3,春官宗伯,171,以筴,初革反
周禮,3,春官宗伯,172,乃頒,音班
周禮,3,春官宗伯,173,小宗伯威仰,如字劉五郎反
周禮,3,春官宗伯,174,熛怒,必消反
周禮,3,春官宗伯,175,含樞,昌朱反
周禮,3,春官宗伯,176,紐,女九反
周禮,3,春官宗伯,177,招拒,居禹反沈又音巨
周禮,3,春官宗伯,178,汁光,音叶劉子集反
周禮,3,春官宗伯,179,之昭,常遥反
周禮,3,春官宗伯,180,適子,丁歷反
周禮,3,春官宗伯,181,毛六牲,戚如字劉莫報反
周禮,3,春官宗伯,182,苽也,音孤
周禮,3,春官宗伯,183,斝彞,音假又音嫁
周禮,3,春官宗伯,184,蜼,音誄又以水反
周禮,3,春官宗伯,185,獻尊,素何反
周禮,3,春官宗伯,186,著尊,直畧反
周禮,3,春官宗伯,187,大尊,音泰
周禮,3,春官宗伯,188,饎人,昌志反
周禮,3,春官宗伯,189,視亨,普庚反劉普孟反
周禮,3,春官宗伯,190,將瓉,才但反
周禮,3,春官宗伯,191,之齎,子兮反本又作賫
周禮,3,春官宗伯,192,祓社,孚物反劉音廢
周禮,3,春官宗伯,193,以從,才用反
周禮,3,春官宗伯,194,齊車,側皆反
周禮,3,春官宗伯,195,則與,音預注則與與其祭與祭與執事同
周禮,3,春官宗伯,196,大甸,音田出注下甸役同
周禮,3,春官宗伯,197,而饁,于輒反劉于法反
周禮,3,春官宗伯,198,讄曰,音誄
周禮,3,春官宗伯,199,鬯渳,亡婢反杜音泯亡忍反李亡辨反
周禮,3,春官宗伯,200,大斂,力豔反下及注同
周禮,3,春官宗伯,201,九稱,尺證反
周禮,3,春官宗伯,202,縣,音𤣥
周禮,3,春官宗伯,203,衰冠,七雷反
周禮,3,春官宗伯,204,甫竁,昌絹反李依杜昌鋭反鄭大夫音穿
周禮,3,春官宗伯,205,腐,房甫反
周禮,3,春官宗伯,206,脃之脃,七歲反舊作脺誤劉清劣反或倉沒反字書無此字但有膬字音千劣反今注本或有作膬字者則與劉音為協沈云字林有脺音卒脺者牛羊脂膬者耎易破恐字誤案如沈解義則可通聲恐未協脺已下皆非鄭義
周禮,3,春官宗伯,207,離也,力知反
周禮,3,春官宗伯,208,肄儀,以志反習也沈音四李又似二反
周禮,3,春官宗伯,209,肆師牲牷,音全
周禮,3,春官宗伯,210,及其祈,祈及注禨同巨既反或旦依反
周禮,3,春官宗伯,211,珥,而志反注衈同
周禮,3,春官宗伯,212,刲羊,苦圭反
周禮,3,春官宗伯,213,夾室,古洽反劉古協反
周禮,3,春官宗伯,214,職人,劉之弋反戚音弋注樴同
周禮,3,春官宗伯,215,監門,古銜反
周禮,3,春官宗伯,216,及果,古亂反下同
周禮,3,春官宗伯,217,䰞,音煑
周禮,3,春官宗伯,218,相治,息亮反下相其禮及注同
周禮,3,春官宗伯,219,爲剽,芳遥反或祊遥反
周禮,3,春官宗伯,220,徽識,式志反又昌志反
周禮,3,春官宗伯,221,匪罋,於貢反
周禮,3,春官宗伯,222,公食,音嗣下同
周禮,3,春官宗伯,223,誤與,音餘下侯與同
周禮,3,春官宗伯,224,之衰,七雷反注同
周禮,3,春官宗伯,225,不中,丁仲反注同
周禮,3,春官宗伯,226,爲夫,于僞反下爲取同
周禮,3,春官宗伯,227,師甸,音田下大甸同
周禮,3,春官宗伯,228,類造,七報反注造猶同
周禮,3,春官宗伯,229,牧之,戚音目劉音茂
周禮,3,春官宗伯,230,表貉,莫駕反鄭音陌後表貉皆同
周禮,3,春官宗伯,231,蚩蚘,音尤
周禮,3,春官宗伯,232,之芟,色銜反
周禮,3,春官宗伯,233,載柞,側百反
周禮,3,春官宗伯,234,獮,思淺反
周禮,3,春官宗伯,235,及禜,音詠
周禮,3,春官宗伯,236,酺也,音蒲又音歩
周禮,3,春官宗伯,237,鬱人焦中,子遥反劉似消反本又作鐎音同李又即脩反
周禮,3,春官宗伯,238,造冰,七報反下同
周禮,3,春官宗伯,239,士併,薄冷反
周禮,3,春官宗伯,240,䄠,章善反沈又音但
周禮,3,春官宗伯,241,第,側几反
周禮,3,春官宗伯,242,遂貍,亡皆反
周禮,3,春官宗伯,243,遣奠,弃戰反
周禮,3,春官宗伯,244,斝之,古雅反
周禮,3,春官宗伯,245,之嘏,古雅反
周禮,3,春官宗伯,246,王酳,侯吝反又音胤
周禮,3,春官宗伯,247,脯㸋,音煩
周禮,3,春官宗伯,248,鬯人社壝,唯癸反劉欲鬼反
